"","country","description","designation","points","price","province","region_1","region_2","taster_name","taster_twitter_handle","title","variety","winery","address","lat","long","description2"
"1440","Portugal","Named after the poppy that blooms in May in the Alentejo, this wine is juicy and fruity, with a light touch of tannins. It is all red berries, with an easygoing juicy character, Drink now.","Flor de Maio Mayflower",85,7,"Alentejano","","","Roger Voss","@vossroger","Magnum Vinhos 2015 Flor de Maio Mayflower Red (Alentejano)","Portuguese Red","Magnum Vinhos",", Alentejano, Portugal",38.3341493,-8.0038406,"Named after the poppy that blooms in May in the Alentejo, this wine is juicy and fruity, with a light touch of tannins. It is all red berries, with an easygoing juicy character, Drink now. Portuguese Red Portugal Alentejano  Magnum Vinhos"
"1441","Portugal","Young and fruity, this is a bright and wine for immediate drinking. It has hints of tannins, plenty of red fruits and no wood.","Brado",85,8,"Alentejano","","","Roger Voss","@vossroger","Adega Cooperativa de Borba 2016 Brado Red (Alentejano)","Portuguese Red","Adega Cooperativa de Borba",", Alentejano, Portugal",38.3341493,-8.0038406,"Young and fruity, this is a bright and wine for immediate drinking. It has hints of tannins, plenty of red fruits and no wood. Portuguese Red Portugal Alentejano  Adega Cooperativa de Borba"
"1442","US","Powerful aromas of lychee, mango and peach give a vibrant feel tropical to this wine. These aromas show the palate and are joined by peach candies and rosewater. With decent acidity, this still feels viscous on the palate and has a medium finish that ends with ginger spice.","",85,22,"Virginia","Middleburg","","Carrie Dykes","","Blue Valley 2015 Muskat Ottonel (Middleburg)","Muskat Ottonel","Blue Valley","Middleburg, Virginia, US",38.9687211,-77.7355496,"Powerful aromas of lychee, mango and peach give a vibrant feel tropical to this wine. These aromas show the palate and are joined by peach candies and rosewater. With decent acidity, this still feels viscous on the palate and has a medium finish that ends with ginger spice. Muskat Ottonel US Virginia Middleburg Blue Valley"
"1443","France","The sunshine of the Languedoc comes through in this wine's warm, soft fruit. A touch of acidity and a backdrop of tannins give it contrast and a fine, ready-to-drink character.","Le Val",85,12,"France Other","Vin de France","","Roger Voss","@vossroger","Vinadeis 2016 Le Val Merlot (Vin de France)","Merlot","Vinadeis","Vin de France, France Other, France",38.6213413,-90.2129555,"The sunshine of the Languedoc comes through in this wine's warm, soft fruit. A touch of acidity and a backdrop of tannins give it contrast and a fine, ready-to-drink character. Merlot France France Other Vin de France Vinadeis"
"1444","Portugal","Structured and with solid tannins, this is a wood- and spice-laden wine. Its fruit lies somewhere behind all this structure and is likely to remain there.","Dona Helena Reserva",85,15,"Península de Setúbal","","","Roger Voss","@vossroger","Wines & Winemakers 2014 Dona Helena Reserva Red (Península de Setúbal)","Portuguese Red","Wines & Winemakers",", Península de Setúbal, Portugal",38.4874361,-8.9043629,"Structured and with solid tannins, this is a wood- and spice-laden wine. Its fruit lies somewhere behind all this structure and is likely to remain there. Portuguese Red Portugal Península de Setúbal  Wines & Winemakers"
"1445","Argentina","This youthful pink-colored number smells of dusty cherry and Lifesavers. A juicy palate has a soda-like feel, while flavors of raspberry and cherry are light and dilute across the finish.","Sustainably Farmed Estate Grown and Bottled",85,10,"Mendoza Province","Mendoza","","Michael Schachner","@wineschach","Zolo 2017 Sustainably Farmed Estate Grown and Bottled Rosé (Mendoza)","Rosé","Zolo","Mendoza, Mendoza Province, Argentina",-32.8894587,-68.8458386,"This youthful pink-colored number smells of dusty cherry and Lifesavers. A juicy palate has a soda-like feel, while flavors of raspberry and cherry are light and dilute across the finish. Rosé Argentina Mendoza Province Mendoza Zolo"
"1446","US","A bit of charred wood and black pepper in the aroma give way to lush berry and cherry flavors that spread across the palate and cling to the sides of the mouth. This wine is lightly oaky and has an attractive richness that lasts on the finish.","",85,12,"California","California","California Other","Jim Gordon","@gordone_cellars","Gnarly Head 2015 Pinot Noir (California)","Pinot Noir","Gnarly Head","California, California, US",36.778261,-119.4179324,"A bit of charred wood and black pepper in the aroma give way to lush berry and cherry flavors that spread across the palate and cling to the sides of the mouth. This wine is lightly oaky and has an attractive richness that lasts on the finish. Pinot Noir US California California Gnarly Head"
"1447","Australia","Tightly constructed for an entry-priced Chardonnay, this has faint almond nuttiness accenting pineapple and grapefruit flavors. Drink this medium-bodied wine through mid-2018.","",85,8,"Australia Other","Australia","","Joe Czerwinski","@JoeCz","Jacob's Creek 2016 Chardonnay (Australia)","Chardonnay","Jacob's Creek","Australia, Australia Other, Australia",-31.9512689,115.8659972,"Tightly constructed for an entry-priced Chardonnay, this has faint almond nuttiness accenting pineapple and grapefruit flavors. Drink this medium-bodied wine through mid-2018. Chardonnay Australia Australia Other Australia Jacob's Creek"
"1448","US","Full and ripe, this wine offers thick meaty flavors of pineapple and peach, finishing in sweet vanilla oak.","",85,20,"California","Napa Valley","Napa","Virginie Boone","@vboone","Ca' Momi 2015 Chardonnay (Napa Valley)","Chardonnay","Ca' Momi","Napa Valley, California, US",38.5024689,-122.2653887,"Full and ripe, this wine offers thick meaty flavors of pineapple and peach, finishing in sweet vanilla oak. Chardonnay US California Napa Valley Ca' Momi"
"1449","France","This is a crisp cherry-flavored wine. Cool-climate Pinot Noir has a light texture that gives the wine a hint of tannins although it is much more about fruit and bright acidity. Drink now.","",85,20,"Loire Valley","Reuilly","","Roger Voss","@vossroger","Domaine de Reuilly 2015 Pinot Noir (Reuilly)","Pinot Noir","Domaine de Reuilly","Reuilly, Loire Valley, France",47.8946915,2.0388396,"This is a crisp cherry-flavored wine. Cool-climate Pinot Noir has a light texture that gives the wine a hint of tannins although it is much more about fruit and bright acidity. Drink now. Pinot Noir France Loire Valley Reuilly Domaine de Reuilly"
"1450","Portugal","There are firm and dusty tannins in this spicy wine. It has firm fruit, a solid texture and a juicy, nutmeg-flavored aftertaste. Drink from 2018 when some of the tannins have softened.","Topázio Reserva",85,10,"Douro","","","Roger Voss","@vossroger","Enoport 2014 Topázio Reserva Red (Douro)","Portuguese Red","Enoport",", Douro, Portugal",41.5120194,-5.4922548,"There are firm and dusty tannins in this spicy wine. It has firm fruit, a solid texture and a juicy, nutmeg-flavored aftertaste. Drink from 2018 when some of the tannins have softened. Portuguese Red Portugal Douro  Enoport"
"1451","Portugal","Tinta Miúda, known as the rare Graciano grape in Spain, is not often found in Portugal. Here it makes a ripe, juicy and jammy wine that's soft, with only a minimum of tannins to keep it together. It has a typically warm character and is ready to drink.","Tinta Miúda",85,12,"Tejo","","","Roger Voss","@vossroger","Fiuza 2015 Tinta Miúda Red (Tejo)","Portuguese Red","Fiuza",", Tejo, Portugal",39.722226,-5.5119887,"Tinta Miúda, known as the rare Graciano grape in Spain, is not often found in Portugal. Here it makes a ripe, juicy and jammy wine that's soft, with only a minimum of tannins to keep it together. It has a typically warm character and is ready to drink. Portuguese Red Portugal Tejo  Fiuza"
"1452","US","Substantial fruit flavors and a lightly sweet balance give this medium- bodied wine a decent drinkability factor. The mouthfeel is slightly tannic and the finish is brief.","",85,15,"California","North Coast","North Coast","Jim Gordon","@gordone_cellars","Tie-Dye 2014 Red (North Coast)","Red Blend","Tie-Dye","North Coast, California, US",38.0192523,-122.8631254,"Substantial fruit flavors and a lightly sweet balance give this medium- bodied wine a decent drinkability factor. The mouthfeel is slightly tannic and the finish is brief. Red Blend US California North Coast Tie-Dye"
"1453","Italy","This offers earthy aromas of game, tilled soil, leather and forest floor. The lean rustic palate offers suggestions of dried cherry, a hint of dark spice and a gamy note alongside firm acidity and dusty tannins.","",85,40,"Piedmont","Gattinara","","Kerin O’Keefe","@kerinokeefe","Il Chiosso 2010  Gattinara","Nebbiolo","Il Chiosso","Gattinara, Piedmont, Italy",45.6139525,8.3715171,"This offers earthy aromas of game, tilled soil, leather and forest floor. The lean rustic palate offers suggestions of dried cherry, a hint of dark spice and a gamy note alongside firm acidity and dusty tannins. Nebbiolo Italy Piedmont Gattinara Il Chiosso"
"1454","US","A light earthy, toasted aroma and mostly savory rather than outright fruity flavors mark this medium-bodied, dry wine. The texture is smooth and rich enough to complete a good picture.","Lot 11",85,11,"California","California","California Other","Jim Gordon","@gordone_cellars","Grayson 2015 Lot 11 Chardonnay (California)","Chardonnay","Grayson","California, California, US",36.778261,-119.4179324,"A light earthy, toasted aroma and mostly savory rather than outright fruity flavors mark this medium-bodied, dry wine. The texture is smooth and rich enough to complete a good picture. Chardonnay US California California Grayson"
"1455","US","With ripe, generic fruit flavors, a soft texture and slight sweetness, this is a very easygoing, easy-drinking, light-bodied wine.","",85,10,"California","California","California Other","Jim Gordon","@gordone_cellars","Leaping Lizard 2014 Cabernet Sauvignon (California)","Cabernet Sauvignon","Leaping Lizard","California, California, US",36.778261,-119.4179324,"With ripe, generic fruit flavors, a soft texture and slight sweetness, this is a very easygoing, easy-drinking, light-bodied wine. Cabernet Sauvignon US California California Leaping Lizard"
"1456","Spain","Cherry cough drop and minerally, almost chlorine aromas lead to an edgy high-acid hard palate. This blend of Carignan, Garnacha and Syrah tastes medicinal and like creamy but fiery red plum. A screechy-feeling, chocolaty-tasting finish leaves an impression.","Bruberry",85,27,"Catalonia","Montsant","","Michael Schachner","@wineschach","Portal del Montsant 2014 Bruberry Red (Montsant)","Red Blend","Portal del Montsant","Montsant, Catalonia, Spain",41.265391,0.9050659,"Cherry cough drop and minerally, almost chlorine aromas lead to an edgy high-acid hard palate. This blend of Carignan, Garnacha and Syrah tastes medicinal and like creamy but fiery red plum. A screechy-feeling, chocolaty-tasting finish leaves an impression. Red Blend Spain Catalonia Montsant Portal del Montsant"
"1457","Argentina","Lime and tangerine aromas are light and dusty, with a yeasty note. This feels mostly sound but basic, with leesy, melony flavors. On the finish, this loses intensity and turns bready in flavor and soft in feel.","Mil Piedras",85,13,"Mendoza Province","Vista Flores","","Michael Schachner","@wineschach","Benvenuto de la Serna 2015 Mil Piedras Viognier (Vista Flores)","Viognier","Benvenuto de la Serna","Vista Flores, Mendoza Province, Argentina",-33.6509809,-69.1558647,"Lime and tangerine aromas are light and dusty, with a yeasty note. This feels mostly sound but basic, with leesy, melony flavors. On the finish, this loses intensity and turns bready in flavor and soft in feel. Viognier Argentina Mendoza Province Vista Flores Benvenuto de la Serna"
